user_id,item_list
3434,14961 4532 23959 21807 23383 11405 16099 3041 21385 13582
3435,13203 8559 20411 13733 3906 1092 18471 24619 10020 8066
3436,9324 18985 25886 23581 17188 14440 16818 5179 25918 10110
3437,14684 4502 21224 11662 20989 15834 6329 17736 11016 24273
3438,20321 11006 22500 5178 6612 7494 18399 24285 22826 19294
3439,20308 14684 19874 10073 24355 24075 24197 4502 13628 18399
3440,10269 25675 9438 12061 14684 20308 9851 5942 19874 22554
3441,17284 13732 15248 20905 5427 14461 5326 2951 9883 22963
3442,8894 19525 16630 16005 20095 6198 13336 24128 23600 11658
3443,4502 13552 341 24355 19874 14684 23534 17478 1055 10418
3444,22356 22121 15163 2333 11295 23299 22445 7908 19089 13541
3445,6734 2492 10345 10594 23133 9322 17156 1056 9792 14054
3446,24075 7109 6329 16642 4502 14706 15234 24733 24355 9438
3447,19089 19525 18930 20095 11091 19480 23600 17723 11658 19709
3448,25407 2426 23154 9555 1583 12818 10834 6734 7991 3230
3449,13541 4620 2868 2333 9284 5717 15327 23711 1785 17162
3450,17681 21693 16237 10851 21302 11566 17799 12685 7009 14466
3451,24484 24093 8304 8064 17820 5412 18569 57 4668 18122
3452,13798 23840 25300 12287 10073 7753 18512 10753 4257 17804
3453,24075 9851 10786 9438 25675 773 22554 8811 15034 11792
3454,10904 3251 18052 15997 3442 6204 5008 2046 18644 22454
3455,24577 19890 10827 13439 16394 16587 5561 19152 6835 10563
3456,1205 3658 12990 20857 8085 19007 5589 15122 4343 22721
3457,23513 12494 16248 17974 3518 24561 7997 19196 21871 2351
3458,18528 9282 9218 10450 16767 21871 562 24561 20726 14912
3459,24577 2492 25407 17819 4549 16651 12214 1056 21373 11527
3460,1975 16219 19698 16795 582 2358 23839 17238 24656 3874
3461,6198 17723 3971 19511 19089 21909 9511 23600 17546 7568
3462,24199 14569 22817 14655 25766 23488 3582 11702 3173 24546
3463,16810 2541 6204 8424 11383 13969 5936 18086 2132 21297
3464,20969 9555 3812 10834 5044 14356 6446 16772 7114 8990
3465,8925 20935 4282 4888 20308 23388 11089 4502 16171 17951
3466,19393 11129 19047 15143 22617 9598 24313 9558 10736 2007
3467,370 20669 23681 22500 15420 15508 8493 25764 15116 21421
3468,11452 12840 15327 21972 21552 8544 4940 20496 5717 4620
3469,5717 15327 18190 11764 2300 6088 13541 13030 9284 24756
3470,18419 17668 18512 5581 15363 1714 6329 7883 11737 16394
3471,15459 2333 2868 13541 5717 18190 4620 22646 1863 22003
3472,14544 4541 20949 18202 16615 20974 21373 12759 23086 12165
3473,1911 21852 4094 4463 5704 14072 19972 6120 7979 21754
3474,25407 2426 10792 13294 23154 9597 14808 12050 23001 17156
3475,5279 9880 6820 12478 236 17712 13613 20169 3768 2520
3476,25675 12719 22554 195 24075 13711 8990 1665 25407 11340
3477,24075 24093 19089 2665 8064 20146 24209 11658 24109 20095
3478,7728 12719 13944 22554 8990 25675 18317 22121 14356 1665
3479,19089 20095 23600 18984 13294 18317 20146 10035 8894 7896
3480,10269 9438 25675 19089 12061 5942 7494 3165 2665 19709
3481,23031 8780 6114 10808 14134 18458 22177 19548 6793 10750
3482,14418 3778 10789 22359 12550 20122 9050 25903 18768 24405
3483,19399 3010 8092 25205 20438 19475 6439 16333 12038 24322
3484,9438 25675 24075 5942 1888 10269 12923 22554 10786 9851
3485,16394 14684 10491 4502 15844 24355 15234 18419 7494 1714
3486,5637 14338 18624 23826 25124 20277 8589 18142 15661 4040
3487,7037 8709 3037 5084 17517 10827 8229 3322 25083 16526
3488,25044 4824 25694 11281 11578 13703 16577 22121 19237 18173
3489,2426 11991 25407 6878 17156 6734 23154 10594 10834 10908
3490,14684 19874 4502 4257 16169 24355 11737 10073 11832 6450
3491,3037 5032 9118 11975 1421 18412 23094 13609 6689 4936
3492,4620 20261 11764 5392 15327 14103 16370 15335 10583 2300
3493,7426 20337 18106 13388 5187 17586 8295 1547 13763 21952
3494,22993 6546 21205 23969 19843 4437 6396 6627 10869 13712
3495,21552 20969 8544 20108 24410 20148 14023 10979 16772 16471
3496,23618 625 22731 10120 16577 3913 18924 3401 21042 5930
3497,25407 2426 9555 6734 10594 10834 1583 13711 7727 2492
3498,2426 5044 7095 22121 20969 23154 9992 9555 1583 23141
3499,3905 3232 1211 3968 19874 8244 4502 23279 25409 13686
3500,22750 6632 18293 22181 17322 19453 22128 25046 6294 18804
3501,17320 1032 14863 20380 4136 33 17708 4806 181 6682
3502,23312 22198 21544 13165 11260 6763 23503 17311 23874 2185
3503,2823 5447 10380 19061 15460 20211 16892 5101 25494 11710
3504,1250 5962 3914 15926 3556 25072 6542 21085 22077 11275
3505,23056 16992 19781 14271 4055 10997 11067 4927 22730 11796
3506,14684 19874 22653 9934 24355 6612 18987 20308 5581 15562
3507,12061 10363 9345 7964 17452 24472 5119 9438 22807 11792
3508,15903 5150 9511 6446 15234 15196 17517 16577 4257 8272
3509,1863 13541 23536 4940 6088 14385 8560 2996 18190 21854
3510,24075 9438 25675 5942 23799 19089 12061 8538 15564 8242
3511,25675 24075 22554 12061 9851 4512 19401 25046 10269 22750
3512,9339 14995 14882 3120 4773 11729 13797 8251 11730 6785
3513,9438 24075 25693 7494 2736 6374 17909 19332 20580 15932
3514,7006 10727 15749 5980 23851 9683 24814 11533 4213 1296
3515,19003 9530 20967 5540 16429 5897 13686 8987 16571 1211
3516,7017 12683 4384 9590 25011 8141 17983 16004 3685 4308
3517,6564 9102 1425 16142 22975 15242 10344 7853 25896 14308
3518,50 5613 3909 16156 12943 11406 4810 17616 1866 1915
3519,5078 21629 24355 20587 15374 17668 14684 23884 10274 20308
3520,8544 22181 11384 11452 14023 24410 21998 13118 1041 22511
3521,8544 4209 20148 20496 6599 22511 1825 7646 16547 4399
3522,12235 15809 24753 22396 24906 13188 2536 18576 11319 25199
3523,25407 15691 1583 10594 16577 6734 5044 23141 10834 9555
3524,24330 2412 7810 18174 24059 21897 23253 711 24230 4629
3525,10592 3506 44 15275 12453 7553 9035 7487 24677 12257
3526,9555 10594 10834 1583 6734 23141 12818 6327 16928 17156
3527,19875 8834 7748 349 6708 3737 5952 8487 13065 7467
3528,15196 5150 17546 15234 9511 25407 8990 17517 2016 17156
3529,10269 25675 9438 12061 9851 5942 10786 22554 23799 13118
3530,20321 22500 18917 8268 7494 6612 18984 5178 20308 10326
3531,15903 18636 14554 9511 7568 14192 15234 3162 17546 1399
3532,497 3037 8709 5032 19137 18793 9319 24064 459 8097
3533,320 11498 1320 13504 23639 11743 22226 15830 9121 25819
3534,2337 25479 17586 592 18344 10747 7426 11823 9819 17558
3535,2426 15691 8990 9555 5044 23154 23141 1583 10594 6327
3536,10075 18798 13257 13226 2679 1303 15137 484 23619 3812
3537,19781 6392 867 12983 11067 15010 14012 8544 13236 5310
3538,16179 20108 11072 19480 6094 8544 22511 17760 10615 21552
3539,2426 6734 10594 15691 9555 25675 17156 10834 10269 10908
3540,14684 19874 22653 25596 24355 15234 654 19875 5581 7883
3541,14903 23217 11278 17668 13374 25407 7632 5078 5756 16772
3542,15460 229 10380 2281 3527 19748 16892 15237 25458 13319
3543,2422 23534 13178 6278 16893 11201 14188 1517 24033 7323
3544,6198 17723 14571 19089 23600 17070 20095 9683 20146 7494
3545,10796 15207 7007 14287 20897 1258 19436 839 24481 24075
3546,15047 19657 17376 12106 18413 23582 1815 17982 18369 11691
3547,22352 2585 8328 24929 11824 21698 17925 6277 3010 17290
3548,10807 24093 8304 4668 5412 17820 3997 11153 14865 5026
3549,11623 17130 8662 24945 17565 5845 1745 1959 14300 7604
3550,9668 7422 24593 20373 24024 20123 3418 25281 16779 13833
3551,15827 12644 25574 15650 21957 3125 893 15455 13942 18536
3552,22750 18293 5185 6632 2914 18804 6628 22307 19620 6210
3553,10754 8544 466 1863 22511 10530 4966 9591 9243 11452
3554,25407 20095 22121 12466 23600 20146 15691 2665 8431 22554
3555,6446 11951 14356 3812 7564 4588 7105 15196 4871 8249
3556,14684 19874 22653 10418 5581 18419 20308 6612 1816 19879
3557,22121 24948 13226 10590 2937 10653 11830 19010 5044 16577
3558,24075 8251 11730 9438 11363 19480 19089 9851 18168 15830
3559,1397 3506 44 10592 12453 9035 24677 20800 23426 12676
3560,22554 12923 24075 25260 18293 19401 19564 7202 12061 9851
3561,20108 6239 8544 21552 22511 8704 16179 11637 24410 23909
3562,21975 23842 22581 9243 8920 4940 13707 21552 6537 17850
3563,7494 19089 23600 20095 12409 19709 5044 6198 25407 23481
3564,14093 16199 12278 15045 24503 999 17206 18248 3286 23928
3565,6217 8689 12550 9880 4095 6346 7501 11826 22814 8877
3566,10269 25675 9438 12061 5942 22554 9851 10786 14625 7445
3567,3744 4147 21061 5469 11848 8529 14155 6164 1846 1869
3568,6539 24594 4289 6264 13814 14172 25376 15810 23935 15052
3569,8396 15105 7981 14539 5844 17333 9926 15903 8404 22758
3570,10269 12061 25675 10786 9438 22554 5942 8811 23711 5717
3571,20969 11533 25407 1242 6446 12601 3737 19468 2426 9992
3572,12791 15519 5791 3522 11883 13596 15929 20833 22513 22741
3573,11357 19705 13686 9530 5897 8987 6925 2206 14406 19003
3574,6396 23969 20253 6816 10869 9021 2791 6627 6980 19843
3575,18122 11730 18045 7601 18619 19480 23043 4603 22845 18168
3576,3735 422 16828 14462 10554 19899 14134 10750 9749 3951
3577,9438 10269 22750 12923 12061 14595 18804 3803 10786 25046
3578,14863 17320 5689 1675 21041 18689 2438 24849 9778 3565
3579,24561 10450 12494 14912 20726 19078 16248 503 19196 17327
3580,16301 20919 23844 16345 24604 13954 16871 12709 14723 15635
3581,1836 19692 15248 8304 18952 24093 23882 1555 24150 3202
3582,18293 16394 22750 7450 24355 14684 4502 15903 15844 12214
3583,7583 19948 21373 8423 24577 12214 5952 14706 21204 9457
3584,14648 17023 4159 23291 25937 3751 8707 14874 17509 14763
3585,10834 8316 10908 2426 23154 22359 25693 25407 21123 22848
3586,18263 23086 11289 11527 24577 21538 21373 18627 18882 5674
3587,25076 13052 16633 9650 19720 8712 25586 20894 5092 7883
3588,22378 1741 20042 1690 19697 14914 22741 9081 897 14092
3589,17517 16172 24577 25083 8097 12914 16775 5272 8709 9092
3590,20276 7805 22622 14104 1853 8622 4025 24546 17768 16480
3591,23799 24075 5942 7494 19480 9438 25675 10269 10786 9851
3592,23457 6767 20750 2432 9556 25289 11792 21854 5717 24756
3593,2426 16630 9555 20095 20146 22121 8097 23154 19709 22445
3594,24075 21890 9851 25903 23866 14418 10493 21172 22787 20862
3595,25407 2426 10594 17209 8316 13136 5 11533 6734 9555
3596,10269 9438 25675 12061 10786 5942 9851 22554 22795 23799
3597,17465 14438 3803 4124 24075 12923 1841 871 19564 12755
3598,23909 1863 22511 21552 8544 17522 18126 21653 8704 3567
3599,19468 8990 25407 17229 22906 14502 3322 12964 19222 20118
3600,11533 19875 3737 8860 3580 5952 23774 15169 20974 4366
3601,5284 4781 7323 13433 18886 4113 14188 22701 13573 2422
3602,5629 22178 2396 5188 12206 11604 21081 2430 1906 5553
3603,15234 7583 14706 13752 12214 25868 19948 17668 9093 25167
3604,10507 7708 25793 340 21591 21415 11483 4707 13252 13207
3605,24355 3556 4502 15234 14684 18987 20308 16218 9934 18419
3606,8544 1863 18293 773 2267 10781 6294 20934 942 20031
3607,5078 19874 8395 16324 6652 20553 17668 15651 2835 14684
3608,20205 14831 19951 7839 17349 24851 24309 18852 14521 23425
3609,6691 24663 3356 5581 7674 24070 20153 1020 20702 16926
3610,18293 22750 8544 21552 25046 6294 21583 24751 21342 15790
3611,10834 8316 10908 23154 2426 25407 22848 12050 6327 21123
3612,12554 2729 1808 21428 15234 9079 12563 14684 13240 13708
3613,23600 19709 19480 16630 12409 11618 2665 7494 20146 20095
3614,12061 13797 19480 19089 24075 9851 14895 11730 19709 25675
3615,16223 12054 16254 13680 2932 15409 15231 2339 2240 6649
3616,18293 12923 25463 22750 12680 7728 11390 13902 9375 22991
3617,21972 11384 2415 4279 13014 22579 24446 2590 12840 10270
3618,8860 6212 3737 2118 25596 11533 4541 20974 18931 3580
3619,21042 16577 18924 5930 306 25596 20756 21161 11533 8860
3620,18333 8789 25375 20713 10102 24221 24455 24156 20281 6621
3621,11248 7267 19188 14140 729 9716 18627 8821 18707 9924
3622,13567 12316 15559 5680 23749 5420 22548 12110 3037 12116
3623,25200 18121 5446 17420 1803 1408 19390 8805 25500 1144
3624,22835 9716 7267 3037 9924 24075 5764 18793 19984 76
3625,16907 817 22954 24387 23956 549 21910 10750 1426 19480
3626,20321 15369 13692 19128 15543 22500 18275 2414 18917 8268
3627,24209 16630 8894 17723 11091 19089 5522 20146 2665 20095
3628,13541 5717 12341 9284 921 2868 8285 21552 23536 17760
3629,15691 25407 5044 11295 8990 1542 25044 9992 3812 9555
3630,2996 2868 10450 5463 14912 12494 19078 6781 3337 1863
3631,16873 15600 8396 17586 13388 25741 25549 5815 11077 10747
3632,4390 14356 10653 11951 22121 10162 16577 21355 15196 3812
3633,25675 24075 1515 13465 195 2488 5884 21341 14090 25463
3634,10450 9218 9315 6767 23711 4620 6088 13030 19588 22356
3635,9438 24075 25779 23799 7836 8894 5942 22554 9609 21260
3636,12759 7583 5930 9607 18263 22731 3913 4257 18924 12165
3637,19007 20276 24546 25791 24985 3966 2219 8805 5351 21624
3638,4017 2426 22906 5561 18263 3866 10563 3322 12600 19222
3639,19874 4502 1714 14684 1810 15754 18419 23448 15363 23261
3640,3326 12367 24134 12181 1230 23788 4102 21582 18419 18174
3641,24093 24484 15764 8064 4803 17820 16197 18122 5412 7471
3642,22121 18317 25407 22445 13928 6076 20146 5044 18125 8334
3643,25242 15948 14505 15254 13714 22342 381 6837 24778 25462
3644,23280 14727 12757 8875 11118 9398 1329 14743 17248 8062
3645,695 4421 14185 4526 19231 7493 2278 20418 5132 5169
3646,21013 7562 3804 1280 20377 25463 151 10455 22190 7402
3647,171 11926 16729 11423 3607 5677 7080 9521 14524 2948
3648,15648 3724 7257 2016 25030 6407 8530 8640 15177 2996
3649,2835 14684 24711 20345 8395 17637 16324 19874 25957 11242
3650,24075 19089 10269 12061 20146 9851 9438 2426 8538 25675
3651,20752 17368 8050 25553 5082 24093 2306 21103 20894 2665
3652,24355 4502 19874 20308 18419 20553 5078 10418 17668 25957
3653,1465 1215 23399 7636 20475 16235 9591 25594 10735 10426
3654,21280 25684 18377 20095 23291 19820 2078 9418 25459 17418
3655,14623 22744 19509 13291 14000 24495 17486 11893 11251 9484
3656,23688 15206 7270 19714 8745 19011 22335 25098 9475 1743
3657,14418 25903 10789 20802 12293 21890 1378 14746 20130 6088
3658,19089 12158 20095 23816 17723 22853 22445 10283 11658 19480
3659,3322 20118 19222 12964 22906 10827 4017 12711 2275 16526
3660,17998 4490 20149 20904 3969 22663 17339 17697 21008 25151
3661,9703 508 24877 21968 2454 7700 25057 17044 24557 10409
3662,406 20977 13835 4964 12919 15596 16774 6032 16640 23645
3663,24075 13074 4957 23540 22554 6628 10786 14355 5151 22991
3664,23895 24881 8423 22932 12158 7583 8097 24577 12914 22079
3665,6502 24355 21644 19879 6531 2840 15774 20081 20146 20527
3666,7691 13138 5259 20146 20988 1546 8148 10781 2656 893
3667,24093 15764 8304 14865 57 18569 5412 6897 24109 1026
3668,7117 24962 11540 6067 19908 12266 1538 18980 471 24024
3669,25868 678 3572 19274 2122 13296 16363 16734 19357 1714
3670,7495 19118 9295 16206 9021 19792 6816 6478 109 6627
3671,4066 20416 10766 18759 24423 13016 16577 13393 13994 20969
3672,7674 18367 11992 19150 115 15164 166 13637 21936 522
3673,11362 2570 18939 22499 7113 14684 5078 10275 2459 24585
3674,17013 7292 12601 23651 10672 13962 484 17647 7114 6125
3675,19525 16630 8097 25873 12914 18984 8431 21381 18930 20095
3676,9582 6705 15752 10514 1716 6547 24503 22212 24868 7526
3677,2426 15691 24075 23141 22554 10834 23154 6327 11340 10594
3678,23154 10834 9555 15691 10594 6734 17156 10908 18392 1583
3679,2665 17760 8656 17723 24209 11687 16630 17787 24923 16610
3680,25358 17396 19118 3142 3619 5548 19135 146 4839 22926
3681,25675 24075 12061 9438 9851 24355 18293 19874 4502 10269
3682,13390 25262 5279 7436 6217 9111 3657 9012 20301 24896
3683,7030 22885 23844 16345 979 24132 11855 24604 9228 3243
3684,24075 25675 5942 22554 19089 23799 14253 15564 1888 12061
3685,12588 932 10094 794 8569 18469 10653 8249 22137 228
3686,10426 10620 16577 4017 2401 17169 9208 15451 22906 20118
3687,17586 7426 5187 5084 19518 13763 14998 7144 1547 444
3688,25539 18134 18604 21384 3892 22769 2960 6837 4271 18369
3689,6136 1155 23491 1704 19146 14627 3188 23906 15204 3897
3690,20374 8622 1712 15832 18502 9520 14104 13042 25595 24985
3691,24484 15764 24093 8304 17820 5412 3997 24109 18122 4803
3692,16264 25621 23403 21266 16818 8855 11502 16320 8286 9768
3693,5284 341 13552 2422 24033 23534 14188 21071 4781 913
3694,7494 12409 16630 20095 19709 2665 17723 5044 19480 11618
3695,25675 10786 10269 9591 9438 15764 8304 24484 22554 5942
3696,21493 13764 1863 22000 18893 22473 19826 10979 4779 13628
3697,19089 14978 19480 15231 13748 19709 16264 25621 14291 10269
3698,23154 2426 25407 9555 6734 15691 16928 16906 9701 17156
3699,22554 24075 18293 3803 25260 4512 19401 22750 9438 17465
3700,20308 14684 19874 4502 10073 24355 24197 13628 24075 22629
3701,14134 25427 15082 23410 19318 4789 25822 8846 9084 18050
3702,21552 19094 4724 2426 3230 18054 25138 6734 9591 10594
3703,5078 14684 17637 20345 4502 16324 22485 20553 134 19874
3704,9966 19379 533 24484 13999 7700 24093 25476 207 15583
3705,6198 17723 24355 19089 20373 7494 24962 23600 1055 2127
3706,15520 7532 21344 14132 15579 10432 7197 9663 22206 14523
3707,12601 13845 17013 20410 24948 143 17975 11315 7114 13226
3708,16277 12992 9361 23239 24128 17026 7494 9425 18930 12756
3709,22800 23448 23844 6065 7030 1810 13954 18081 25923 24186
3710,9370 3866 23154 18417 2426 25407 12601 10761 9041 6734
3711,24075 9438 5942 25675 12061 19089 23799 15564 9851 8538
3712,1672 12646 15405 1994 25078 4877 17311 18798 9443 21627
3713,17161 19332 9375 10271 7237 316 7094 25693 17443 8375
3714,23154 10594 15691 9555 1583 10834 6327 17156 18392 16906
3715,13541 6088 3983 18190 5717 9315 23711 18528 4620 9029
3716,9319 459 5713 25407 10908 2426 15910 3037 17156 16928
3717,10404 20928 921 3835 3657 12550 15200 2300 25693 5717
3718,24355 4502 19874 18419 20308 17668 5581 20553 15234 10418
3719,18839 23801 15984 25914 9901 17949 22767 3749 4463 16353
3720,25407 9555 2426 23154 10594 10834 7991 7727 6734 13711
3721,466 10594 6734 10675 2426 1583 25407 6294 22848 8544
3722,25675 24075 23154 11340 25407 4980 21068 17209 9322 3700
3723,25407 22121 19089 24075 8785 20146 20095 8990 8097 2426
3724,10269 9438 25675 12061 22554 9851 5942 10786 13118 23799
3725,24075 22554 9438 12923 18293 5942 25260 10786 10269 12061
3726,10162 23468 2877 2185 13226 16991 24862 23154 7995 2001
3727,15691 11834 25407 18054 1271 18392 13711 10594 16928 1583
3728,8214 22174 7609 5847 4652 13632 20755 19775 22145 21111
3729,9793 8875 17296 271 19949 25457 14039 10780 9590 11858
3730,3832 13631 2130 20370 8666 11700 12952 13053 24418 9520
3731,13424 12194 21492 16989 3456 14473 5905 10540 3550 16505
3732,12061 10786 16503 23299 5717 4620 9284 24075 21854 13541
3733,17558 7426 11871 13763 16489 15636 8229 17586 9241 5187
3734,20163 22739 23174 6616 569 3671 3726 3021 25281 1718
3735,24014 19355 12413 890 3575 20669 23616 10796 8063 1258
3736,13424 3456 13078 21051 1992 14315 13502 8300 14488 21692
3737,3497 24429 502 1064 1846 16880 15572 13097 7232 3118
3738,18293 22554 12923 24075 25046 6294 15790 23485 942 561
3739,23056 973 4927 10997 21552 477 8544 16245 4966 5498
3740,22359 9050 1378 20130 21982 6754 21890 12293 10789 20802
3741,17209 8860 20974 5952 10882 24278 11943 3737 25596 11533
3742,10269 25675 22554 5942 12061 10786 23799 15564 9851 1888
3743,17092 1810 24472 8930 24810 20972 8538 10808 20301 19548
3744,13136 25407 4980 2426 13711 10594 22651 21920 11533 10792
3745,21030 6802 13460 2811 2922 22732 12138 7650 14875 7977
3746,16112 11716 23258 2641 25353 3835 3348 9602 15961 10694
3747,14684 4502 20308 24355 5581 18419 1714 15363 7883 17668
3748,23981 25239 12195 201 17561 23255 13490 3631 25257 23850
3749,3037 18412 5032 4936 7448 11975 24556 22385 13567 15559
3750,10269 25675 22554 5942 12061 10786 23799 9851 13552 15564
3751,15169 19875 8860 6708 23774 654 20974 4541 13503 11380
3752,23324 13552 25209 17374 18612 1959 19007 3966 20857 16473
3753,24621 21552 22511 17322 11452 11384 7639 15830 21583 12276
3754,20078 12706 11185 1638 16246 21182 14321 21345 8405 17033
3755,18987 6951 20998 6530 12457 4835 2674 22611 21 11627
3756,11839 14245 6329 14418 8678 17847 3123 24479 24355 7396
3757,17723 20095 7494 20146 19525 6198 3165 14291 19480 11687
3758,20438 18895 15743 4846 12211 15928 24322 24090 854 3010
3759,2401 2639 22158 17195 10620 6238 7363 23796 17156 16235
3760,19089 16630 23600 2665 19709 17723 11658 12409 20095 19525
3761,4502 24355 19874 18419 20308 17668 20553 10418 4257 5581
3762,19089 12409 7494 19709 2665 20146 16502 8538 3165 19480
3763,15691 2426 16928 9555 10834 23154 23141 1583 10594 6327
3764,17320 21524 12680 19347 1091 23985 25142 14666 13625 1103
3765,10594 25407 2426 1583 10834 10792 23133 18392 9555 21920
3766,18293 6294 25046 21342 6632 8590 5380 5185 14202 11539
3767,21552 11072 22062 6905 12710 10972 9124 8544 16179 12566
3768,19852 16577 9272 12601 20722 21042 7216 679 22226 484
3769,24093 8304 15764 8064 17820 57 18569 4803 24109 7030
3770,5032 13609 8709 7995 9319 459 20333 24070 23328 497
3771,22554 18293 24075 12923 9438 21859 21552 4512 25260 6781
3772,11366 25057 508 19937 5656 9703 21968 24484 17044 7700
3773,8709 17724 21492 8558 25342 3037 4956 919 20404 13424
3774,10269 25675 9438 9851 10786 5942 22554 18293 8811 23799
3775,4620 15459 5717 13541 23258 2868 1785 18190 8544 999
3776,25407 2426 25596 23154 13136 10594 654 10834 5 1056
3777,12470 20178 2236 12841 16751 16651 23239 8925 12185 13294
3778,3599 4455 20530 2996 19664 17045 6588 9386 15680 19108
3779,15903 20841 17218 15196 3743 9041 17546 20410 6734 5044
3780,22673 45 8387 17324 24093 13970 24484 15366 10356 8304
3781,3630 24070 7823 14827 4257 14564 10073 6358 15749 5966
3782,22144 9897 8268 7380 6391 11680 5635 9233 10677 2066
3783,3037 8097 23697 12048 14383 13609 9769 13424 20300 24577
3784,22550 4291 9848 21708 16126 20306 17106 18122 3553 25106
3785,9155 3641 18499 18500 20644 23309 21099 25407 8529 11848
3786,8539 23975 13433 719 5284 6418 10215 11388 8059 21260
3787,23536 2333 15459 6088 22646 9315 3983 12341 10450 9337
3788,24075 12923 19089 21228 10594 4512 19401 3744 19769 17465
3789,9194 21013 21041 2438 5689 24744 12731 15618 21263 9778
3790,11792 5717 12061 4620 8285 9284 21854 13541 2300 9029
3791,19480 14978 17760 6239 11284 19089 13797 11687 7313 23600
3792,6446 11383 4390 15903 15394 11283 19489 20523 9153 6014
3793,10257 9209 13640 24453 6609 5768 4152 16199 17927 3114
3794,9591 25675 10269 9851 10786 9438 5942 8560 12801 18293
3795,23536 4620 6088 5717 2333 15459 15327 12341 9284 23711
3796,8667 18546 16218 20308 25013 22941 23793 6153 24805 1590
3797,14684 20308 5078 4502 19874 17108 359 17637 8395 2304
3798,2030 12632 15666 22795 9058 22583 7018 11925 1764 4881
3799,8559 13203 15562 399 4392 8667 25013 20411 4473 6325
3800,11702 24546 8805 9057 377 18547 3780 7818 6 2005
3801,1447 5294 18406 24227 1688 13797 15714 4826 11452 4927
3802,24075 22554 25407 9438 2426 23154 10594 15691 12923 10786
3803,5717 9284 17162 7885 14593 16878 1785 878 4620 11987
3804,24075 10269 18293 12061 10786 12923 19401 9851 12755 7202
3805,7494 12409 23600 6198 20095 19709 19480 23481 24209 14895
3806,11283 2543 11645 8389 20064 9304 22736 24189 11694 25717
3807,867 12983 25675 11067 5717 10514 19704 15463 19114 477
3808,22511 19838 21552 2203 16471 20148 2996 9992 14560 15242
3809,19875 6708 25596 4366 8360 15169 13870 8410 19522 20289
3810,8059 21260 14454 20496 24621 17670 1446 20148 18312 16685
3811,4982 3737 25596 19875 6708 12399 5952 11533 8487 10882
3812,9045 14083 150 19950 4397 15070 5155 22783 13534 22830
3813,3010 4846 20438 16333 23270 23447 17054 3633 6151 22163
3814,33 20380 23135 10194 19093 6611 12731 2218 21041 24166
3815,25407 11820 5044 13183 22121 15691 8990 15196 17877 19468
3816,13609 5032 20333 8709 23328 497 22356 7611 12048 4936
3817,22750 18293 6294 22991 25046 15915 5838 15790 5380 19620
3818,8304 24093 15764 8064 17820 18569 57 4803 24109 5412
3819,24075 22554 9438 25407 12923 18293 12061 10786 5942 3803
3820,17546 9511 15196 18636 5150 12142 6667 9041 15234 7109
3821,18318 6704 21817 13206 7250 15518 20419 3686 25753 837
3822,12914 24577 4909 25407 4549 5044 16772 4878 8709 8990
3823,773 20934 19480 8544 17525 9851 10269 8811 12948 24075
3824,2697 9602 10979 9732 17206 14593 11356 8806 3627 21493
3825,25162 8395 20345 17637 5078 16324 14386 20553 6652 3916
3826,10269 9851 10786 25675 9438 5942 22554 23711 5717 11792
3827,2888 15137 13257 2679 4664 1303 2877 23468 3812 484
3828,10747 11717 17586 5188 16989 5846 12142 14998 21139 19683
3829,9591 2996 4966 13541 5717 773 17514 6088 8811 11716
3830,25407 10594 23154 6734 10834 10908 9555 8316 2492 18392
3831,15394 3759 8758 2125 10762 17919 12195 17561 19164 43
3832,11730 22359 7601 17514 14936 20301 2641 15709 19114 7885
3833,25242 11295 22121 16630 8894 6076 18984 13336 5784 24075
3834,4150 4825 23989 4222 23109 2832 14253 19089 19123 20003
3835,10450 20726 13030 9337 14159 18528 24756 18545 1625 11792
3836,25162 14684 20308 24355 25013 20553 17637 4502 2459 19874
3837,19468 8990 17229 17143 1583 16577 8097 25407 8886 22121
3838,24075 25675 9851 22554 10503 18037 25693 21205 5942 10363
3839,18406 6915 744 23481 4209 16552 19975 25292 11363 8811
3840,15234 15170 15479 120 13842 21656 1351 10096 10258 9015
3841,24070 12182 1020 22885 4280 22655 7547 10527 22229 11348
3842,4502 14684 24355 18419 20308 19874 10753 1714 19150 7883
3843,6235 13323 20600 15460 1150 24199 18938 16124 138 7820
3844,17541 11480 23522 10144 7297 10650 4813 2155 18091 3454
3845,11792 23536 4620 12341 13541 9284 21854 13030 18190 23127
3846,25205 4846 20438 23270 3010 20701 24322 19543 24090 14890
3847,19894 9107 6923 25499 7908 8251 627 17303 7601 10444
3848,2426 15691 23154 9555 10834 7095 11533 6327 12818 19875
3849,3479 7012 9095 21754 9347 1911 18499 11848 3299 3583
3850,10269 9438 25675 5942 13118 10786 22554 12061 1766 9851
3851,5150 17546 1705 8709 15234 15196 12158 18496 3037 9511
3852,970 2001 23468 484 24862 1672 19194 15405 4194 17647
3853,19089 2665 17723 23600 16630 20095 7494 24209 20146 11658
3854,21527 23628 5562 8158 15006 15709 6760 3934 14978 817
3855,7494 1635 16005 19332 8020 25674 19876 3541 3828 7094
3856,18512 14684 4502 20308 6612 18419 7037 18399 17668 8395
3857,23536 3983 5717 18528 13030 2868 23457 12341 14912 2090
3858,24070 17951 13870 5816 25781 2761 12182 9913 14182 4114
3859,22500 25013 8875 16717 14374 9438 13207 23280 1329 8062
3860,9591 1863 4940 18122 2462 11549 3009 23983 21968 533
